title,license,access_level,keywords,last_validation_date,update_frequency,last_update_date,last_update_location,over_due_frequency_ratio,num_hosted_data_files,num_linked_data_files,num_supporting_files,organization,groups,as_of
Tile drainage area,Open Government Licence – Ontario,open,"Agriculture and Food, Economy and Business, Government",,as_required,,,,0,2,0,Agriculture Food and Rural Affairs,,2020-09-10
Tile drainage debentures,License Not Specified,under_review,"Agriculture and Food, Economy and Business, Government",2017-01-23,as_required,,,,0,0,0,Agriculture Food and Rural Affairs,,2020-09-10
Tile drainage licence renewals,License Not Specified,under_review,"Agriculture and Food, Economy and Business, Government",2017-01-23,as_required,,,,0,0,0,Agriculture Food and Rural Affairs,,2020-09-10
Timmins area team stakeholder database,License Not Specified,under_review,"Economy and Business, Environment and Natural Resources, Rural and north",2016-10-13,as_required,,,,0,0,0,"Energy, Northern Development and Mines",,2020-09-10
Tobacco inspection system (TIS),License Not Specified,restricted,"Justice and Public Safety, Health, Health and wellness",2018-07-31,as_required,,,,0,0,0,Health,,2020-09-10
Tobacco tax rates,Open Government Licence – Ontario,open,"Economy and Business, Government and Finance, Taxes and benefits",2018-03-29,as_required,2018-03-29,external_link,,0,1,0,Finance,,2020-09-10
Tobacco tax registrant list,Open Government Licence – Ontario,open,"Economy and Business, Government and Finance, Taxes and benefits",2020-09-01,as_required,2020-09-01,external_link,,0,2,0,Finance,,2020-09-10
Today’s roadwork: closures,Open Government Licence – Ontario,open,"Infrastructure and Transportation, Driving and roads",2012-10-09,current,,,,0,1,0,Transportation,,2020-09-10
Today’s roadwork: construction,Open Government Licence – Ontario,open,"Infrastructure and Transportation, Driving and roads",2012-10-22,current,,,,0,1,0,Transportation,,2020-09-10
Top 10 Ontario agri-food exports,Open Government Licence – Ontario,open,"Agriculture and Food, Economy and Business, Business and economy",2017-01-24,yearly,2017-01-24,external_link,2.6301369863013697,0,1,0,Agriculture Food and Rural Affairs,,2020-09-10
Top North American jurisdictions for renewable energy,License Not Specified,restricted,"Economy and Business, Environment and Natural Resources, Environment and energy",2016-10-05,quarterly,,,,0,0,0,"Energy, Northern Development and Mines",,2020-09-10
Top Northern Ontario employers,License Not Specified,under_review,"Economy and Business, Environment and Natural Resources, Rural and north",2016-10-13,yearly,,,,0,0,0,"Energy, Northern Development and Mines",,2020-09-10
Topical traffic data,License Not Specified,under_review,"Government and Finance, Government",2016-08-03,monthly,,,,0,0,0,Treasury Board Secretariat,,2020-09-10
Topo-bathymetric digital elevation model for Lake Ontario,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2016-08-22,as_required,2016-08-22,external_link,,0,1,0,Natural Resources and Forestry,,2020-09-10
Toronto U.S. team monthly calls tracker,License Not Specified,restricted,"Economy and Business, Government",2017-01-20,as_required,,,,0,0,0,"Economic Development, Job Creation and Trade",,2020-09-10
Total cost of ownership for fleet vehicles,License Not Specified,restricted,"Infrastructure and Transportation, Government",2017-04-03,yearly,,,,0,0,0,Transportation,,2020-09-10
Total deposits and payments processed by the Ministry of Finance,License Not Specified,under_review,"Government and Finance, Government",2016-10-05,monthly,,,,0,0,0,Finance,,2020-09-10
Total farm cash receipts by province,Open Government Licence – Ontario,open,"Agriculture and Food, Economy and Business, Government",2016-04-12,yearly,2016-04-12,external_link,3.4164383561643836,0,2,0,Agriculture Food and Rural Affairs,,2020-09-10
Total farm cash receipts (by province and commodity),Open Government Licence – Ontario,open,"Agriculture and Food, Economy and Business, Government",2016-04-12,yearly,2016-04-12,external_link,3.4164383561643836,0,4,0,Agriculture Food and Rural Affairs,,2020-09-10
Total Hours worked by the Ontario Provincial Police Jurisdiction,License Not Specified,under_review,"Justice and Public Safety, Government",2017-02-01,yearly,,,,0,0,0,Solicitor General,,2020-09-10
Total Hours Worked by Workload Category,License Not Specified,under_review,"Justice and Public Safety, Government",2017-02-01,yearly,,,,0,0,0,Solicitor General,,2020-09-10
"Total number of Spouses, by Marital Status of Spouses",Open Government Licence – Ontario,open,"Government and Finance, Home and community",2020-07-21,yearly,2020-07-21,hosted,,1,0,0,Government and Consumer Services,,2020-09-10
Total number of Teacher Performance Appraisals (TPA) by school boards,License Not Specified,under_review,"Education and Training, Education and training",2017-02-22,yearly,,,,0,0,0,Education,,2020-09-10
Tourism Development Fund,License Not Specified,under_review,"Economy and Business, Culture and Recreation, Government",2016-09-16,as_required,,,,0,0,0,"Tourism, Culture and Sport",,2020-09-10
Tourism Outlook,Open Government Licence – Ontario,open,"Economy and Business, Culture and Recreation, Government",,yearly,,,,5,0,0,"Tourism, Culture and Sport",,2020-09-10
Tourism quick facts,License Not Specified,under_review,"Economy and Business, Culture and Recreation, Government",2016-09-16,yearly,,,,0,0,0,"Tourism, Culture and Sport",,2020-09-10
Tourism-related employment,Ontario.ca Terms of Use,open,"Economy and Business, Culture and Recreation, Government",2018-08-09,monthly,2018-08-09,external_link,24.4,0,2,0,"Tourism, Culture and Sport",,2020-09-10
Towards Increased Profits (TIP) Reports for farmers,License Not Specified,restricted,"Agriculture and Food, Economy and Business, Business and economy",2017-01-23,yearly,,,,0,0,0,Agriculture Food and Rural Affairs,,2020-09-10
Tower,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2013-07-02,as_required,,,,0,0,2,Natural Resources and Forestry,,2020-09-10
Toxics Reduction Act – Living List status of nominations,Open Government Licence – Ontario,open,"Environment and Natural Resources, Government",2016-09-06,as_required,2016-09-06,external_link,,0,1,1,"Environment, Conservation and Parks",,2020-09-10
Toxics Reduction Act - Reporting,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2020-06-26,yearly,2020-06-26,external_link,,0,5,2,"Environment, Conservation and Parks",,2020-09-10
Tracking Leased Property Costs,License Not Specified,restricted,"Government and Finance, Business and economy",2016-10-05,monthly,,,,0,0,0,Government and Consumer Services,,2020-09-10
Tracking of emergency pesticide use,License Not Specified,under_review,"Agriculture and Food, Economy and Business, Environment and energy",2017-01-23,monthly,,,,0,0,0,Agriculture Food and Rural Affairs,,2020-09-10
Tracking of large renewable energy projects under development,License Not Specified,restricted,"Economy and Business, Environment and Natural Resources, Infrastructure and Transportation, Environment and energy",2016-10-05,quarterly,,,,0,0,0,"Energy, Northern Development and Mines",,2020-09-10
Traffic cameras ,Open Government Licence – Ontario,open,"Infrastructure and Transportation, Driving and roads",2012-10-09,current,2012-10-22,external_link,,0,2,0,Transportation,,2020-09-10
Traffic Initiative Statistics,License Not Specified,under_review,"Justice and Public Safety, Law and safety",2017-02-01,yearly,,,,0,0,0,Solicitor General,,2020-09-10
Traffic offences,Open Government Licence – Ontario,open,"Justice and Public Safety, Infrastructure and Transportation, Law and safety",2015-04-30,never,2015-04-30,external_link,,0,2,2,Solicitor General,,2020-09-10
Traffic volume ,Open Government Licence – Ontario,open,"Infrastructure and Transportation, Driving and roads",2015-04-30,yearly,2015-04-30,external_link,4.367123287671233,0,1,0,Transportation,,2020-09-10
Trail segments,Open Government Licence – Ontario,open,"Economy and Business, Culture and Recreation, Environment and Natural Resources, Travel and recreation",2015-04-30,as_required,,,,0,0,2,Natural Resources and Forestry,,2020-09-10
Training Completion Assurance Fund (TCAF),License Not Specified,under_review,"Education and Training, Education and training",2016-11-17,as_required,,,,0,0,0,"Training, Colleges and Universities",,2020-09-10
Training offered by outside presenters to Ontario Public Service/government staff,License Not Specified,under_review,"Government and Finance, Government",2016-08-03,other,,,,0,0,0,Treasury Board Secretariat,,2020-09-10
Training providers for working at heights,Queen's Printer for Ontario,open,Education and Training,,as_required,,,,0,4,0,Labour,,2020-09-10
Transfer payment agency building conditions,License Not Specified,under_review,"Housing Communities and Social Support, Government",2016-10-14,other,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Transfer payment agency - major capital projects,License Not Specified,under_review,"Housing Communities and Social Support, Government and Finance, Government",2016-10-14,yearly,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Transfer payment agency risk assessment reporting,License Not Specified,under_review,"Housing Communities and Social Support, Government and Finance, Government",2016-10-14,yearly,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
"Transfer payment agency service contract, quarterly reports, and year end reconciliation data - North Region",License Not Specified,under_review,"Housing Communities and Social Support, Government and Finance, Government",2016-12-22,quarterly,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Transfer payment annual reconciliation: audited financial data - North Region,License Not Specified,under_review,"Housing Communities and Social Support, Government and Finance, Government",2016-12-22,yearly,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Transfer payment annual reconciliation: completion and surplus recovery summary - North Region,License Not Specified,under_review,"Housing Communities and Social Support, Government and Finance, Government",2016-12-22,yearly,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Transfer payment annual reconciliation status completion and surplus recovery summary - Toronto Region,License Not Specified,under_review,"Housing Communities and Social Support, Government and Finance, Government",2016-12-22,yearly,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Transfer payment contracting data,License Not Specified,under_review,"Housing Communities and Social Support, Government and Finance, Government",2016-12-21,as_required,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Transfer payment data set,License Not Specified,restricted,"Government and Finance, Health, Health and wellness",2018-07-31,as_required,,,,0,0,0,Health,,2020-09-10
Transfer payment funding package road map,License Not Specified,restricted,"Government and Finance, Health, Health and wellness",2018-07-31,other,,,,0,0,0,Health,,2020-09-10
Transfer Payment Funding Package road map for Shared Services Enterprise staff,License Not Specified,restricted,"Government and Finance, Health, Health and wellness",2018-07-31,as_required,,,,0,0,0,Health,,2020-09-10
Transfer payment organization reporting,License Not Specified,under_review,"Housing Communities and Social Support, Government and Finance, Government",2017-01-05,monthly,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Transfer Payment Programs tracking tool,License Not Specified,restricted,"Housing Communities and Social Support, Government and Finance, Government",2017-01-05,as_required,,,,0,0,0,Municipal Affairs and Housing,,2020-09-10
Transit Exit Initiative reports,License Not Specified,restricted,"Government and Finance, Government",2016-08-03,monthly,,,,0,0,0,Treasury Board Secretariat,,2020-09-10
Transitional aged youth reporting,License Not Specified,under_review,"Housing Communities and Social Support, Home and community",2016-10-14,monthly,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Transitional aged youth reporting data - North Region,License Not Specified,restricted,"Housing Communities and Social Support, Government",2016-12-21,monthly,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Transport Line,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2013-07-02,other,,,,0,0,2,Natural Resources and Forestry,,2020-09-10
Transport Point,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2013-07-02,other,,,,0,0,2,Natural Resources and Forestry,,2020-09-10
Transportation Tomorrow historical survey data,Open Government Licence – Ontario,open,"Economy and Business, Infrastructure and Transportation, Driving and roads",2019-03-15,other,2019-03-15,external_link,,0,1,2,Transportation,,2020-09-10
Travel information centres,Open Government Licence – Ontario,open,"Culture and Recreation, Infrastructure and Transportation, Driving and roads",2016-06-29,biannually,2016-06-29,external_link,7.382513661202186,0,1,3,Transportation,,2020-09-10
Travellers Road Information Portal web analytics data,License Not Specified,under_review,"Infrastructure and Transportation, Travel and recreation",2017-04-03,as_required,,,,0,0,0,Transportation,,2020-09-10
Treasury Board Binder Browser,License Not Specified,restricted,"Government and Finance, Government",2016-08-03,as_required,,,,0,0,0,Treasury Board Secretariat,,2020-09-10
Treasury Board Orders,License Not Specified,under_review,"Government and Finance, Government",2016-08-03,as_required,,,,0,0,0,Treasury Board Secretariat,,2020-09-10
Treasury Board Secretariat accommodation project list,License Not Specified,under_review,"Government and Finance, Government",2016-08-03,monthly,,,,0,0,0,Treasury Board Secretariat,,2020-09-10
Treasury Board Secretariat Applause awards,Open Government Licence – Ontario,open,"Government and Finance, Government",2018-05-08,yearly,2018-05-08,external_link,1.3452054794520547,0,2,2,Treasury Board Secretariat,,2020-09-10
Treasury Board Secretariat building lead threat-risk assessment status,License Not Specified,restricted,"Government and Finance, Government",2016-08-03,as_required,,,,0,0,0,Treasury Board Secretariat,,2020-09-10
Treasury Board Secretariat facilities service requests,License Not Specified,under_review,"Government and Finance, Government",2016-08-03,other,,,,0,0,0,Treasury Board Secretariat,,2020-09-10
Treasury Board Secretariat intranet traffic data,License Not Specified,under_review,"Government and Finance, Government",2016-08-03,monthly,,,,0,0,0,Treasury Board Secretariat,,2020-09-10
Treasury Board Secretariat lease database,License Not Specified,under_review,"Government and Finance, Government",2016-08-03,monthly,,,,0,0,0,Treasury Board Secretariat,,2020-09-10
Treasury Board Secretariat service delivery locations,License Not Specified,under_review,"Government and Finance, Government",2016-08-03,as_required,,,,0,0,0,Treasury Board Secretariat,,2020-09-10
Treasury Board Secretariat time-critical services,License Not Specified,restricted,"Government and Finance, Government",2016-08-03,as_required,,,,0,0,0,Treasury Board Secretariat,,2020-09-10
Treated seed licence database,License Not Specified,under_review,"Environment and Natural Resources, Government",2017-01-31,as_required,,,,0,0,0,"Environment, Conservation and Parks",,2020-09-10
Trillium Gift of Life Network (TGLN) physician learning and education training data,License Not Specified,under_review,"Education and Training, Health, Health and wellness",2018-07-31,quarterly,,,,0,0,0,Health,,2020-09-10
Trillium Student Information Management System database,License Not Specified,restricted,"Education and Training, Government",2017-02-22,as_required,,,,0,0,0,Education,,2020-09-10
Trust income allocations and designations,License Not Specified,restricted,"Government and Finance, Taxes and benefits",2016-10-05,yearly,,,,0,0,0,Finance,,2020-09-10
Types of child care licences,License Not Specified,under_review,"Housing Communities and Social Support, Education and Training, Government",2017-02-22,other,,,,0,0,0,Education,,2020-09-10
Unfunded risk list,License Not Specified,restricted,"Government and Finance, Health, Health and wellness",2018-07-31,other,,,,0,0,0,Health,,2020-09-10
Unified Staging Plan,License Not Specified,restricted,"Government and Finance, Health, Health and wellness",2018-07-31,monthly,,,,0,0,0,Health,,2020-09-10
Unit Rent Factors for private non-profit housing corporations,License Not Specified,under_review,"Housing Communities and Social Support, Government",2017-01-06,yearly,,,,0,0,0,Municipal Affairs and Housing,,2020-09-10
University and college applications by institution and submission Period,License Not Specified,restricted,"Education and Training, Education and training",2017-02-22,yearly,,,,0,0,0,Education,,2020-09-10
University enrolment,Open Government Licence – Ontario,open,"Education and Training, Education and training",2014-04-08,yearly,2014-04-08,external_link,5.4301369863013695,0,1,0,"Training, Colleges and Universities",,2020-09-10
University graduation rate,License Not Specified,under_review,"Education and Training, Education and training",2016-11-17,yearly,,,,0,0,0,"Training, Colleges and Universities",,2020-09-10
University student enrolment and graduation data,License Not Specified,restricted,"Education and Training, Education and training",2016-11-17,yearly,,,,0,0,0,"Training, Colleges and Universities",,2020-09-10
"Urban Growth Centres Boundaries for the Growth Plan for the Greater Golden Horseshoe, 2006",Open Government Licence – Ontario,open,"Housing Communities and Social Support, Economy and Business, Infrastructure and Transportation, Environment and energy",2016-05-02,as_required,2016-05-02,external_link,,0,2,0,Municipal Affairs and Housing,,2020-09-10
Urban Ontario map boundaries,License Not Specified,under_review,"Agriculture and Food, Economy and Business, Government",2017-01-24,as_required,,,,0,0,0,Agriculture Food and Rural Affairs,,2020-09-10
Use of biomass for heating greenhouses in Ontario,License Not Specified,restricted,"Agriculture and Food, Economy and Business, Environment and energy",2017-01-24,other,,,,0,0,0,Agriculture Food and Rural Affairs,,2020-09-10
Use of Foodland Ontario logo in retail grocery flyers,License Not Specified,under_review,"Agriculture and Food, Economy and Business, Government",2017-01-23,yearly,,,,0,0,0,Agriculture Food and Rural Affairs,,2020-09-10
Use of Force Incidents Reviewed,License Not Specified,restricted,"Justice and Public Safety, Law and safety",2017-02-01,as_required,,,,0,0,0,Solicitor General,,2020-09-10
Utility Line,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2013-07-02,other,2013-07-02,external_link,,0,2,0,Natural Resources and Forestry,,2020-09-10
Utility pole location data - Northeastern Region,License Not Specified,under_review,"Infrastructure and Transportation, Driving and roads",2017-04-03,other,,,,0,0,0,Transportation,,2020-09-10
Utility Site,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2013-07-02,other,2013-07-02,external_link,,0,2,0,Natural Resources and Forestry,,2020-09-10
UTM (Universal Transverse Mercator) 1 Km Grid,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2013-07-02,as_required,2013-07-02,external_link,,0,2,0,Natural Resources and Forestry,,2020-09-10
UTM (Universal Transverse Mercator) 10 Km Grid,Ontario Open Data Terms of Use,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2013-07-02,other,2013-07-02,external_link,,0,2,0,Natural Resources and Forestry,,2020-09-10
UTM (Universal Transverse Mercator) 100 KM Grid,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2013-07-02,as_required,2013-07-02,external_link,,0,2,0,Natural Resources and Forestry,,2020-09-10
UTM (Universal Transverse Mercator) 5 Km Grid,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2013-07-02,as_required,2013-07-02,external_link,,0,2,0,Natural Resources and Forestry,,2020-09-10
Uxbridge Agricultural Resource,Open Government Licence – Ontario,open,"Agriculture and Food, Economy and Business, Rural and north",2015-06-29,other,2015-06-29,external_link,,0,1,1,Agriculture Food and Rural Affairs,,2020-09-10
Vaccine distribution,License Not Specified,under_review,"Health, Health and wellness",2018-07-31,quarterly,,,,0,0,0,Health,,2020-09-10
Vegetable census,Open Government Licence – Ontario,open,"Agriculture and Food, Economy and Business, Government",2017-01-24,yearly,2017-01-24,external_link,2.6301369863013697,0,2,0,Agriculture Food and Rural Affairs,,2020-09-10
Vehicle and carrier inquiry correspondence data,License Not Specified,under_review,"Infrastructure and Transportation, Driving and roads",2017-04-03,other,,,,0,0,0,Transportation,,2020-09-10
Vehicle permit data,License Not Specified,under_review,"Infrastructure and Transportation, Government",2017-04-03,other,,,,0,0,0,Transportation,,2020-09-10
Vehicle population data,Open Government Licence – Ontario,open,"Infrastructure and Transportation, Driving and roads",2019-03-15,yearly,2019-03-15,external_link,0.4904109589041096,0,4,0,Transportation,,2020-09-10
Vendor of Record Program Three Year Outlook,Open Government Licence – Ontario,open,"Economy and Business, Government and Finance, Government",2016-08-08,quarterly,2018-10-19,external_link,6.593406593406593,0,2,0,Government and Consumer Services,,2020-09-10
Veterinary Assistance Program projects,License Not Specified,under_review,"Housing Communities and Social Support, Economy and Business, Environment and Natural Resources, Government",2016-10-14,yearly,,,,0,0,0,"Energy, Northern Development and Mines",,2020-09-10
Veterinary inspection results from provincially licensed meat plants,License Not Specified,under_review,"Agriculture and Food, Economy and Business, Government",2017-01-23,as_required,,,,0,0,0,Agriculture Food and Rural Affairs,,2020-09-10
Victim and Vulnerable Persons Division: Client Satisfaction Surveys,License Not Specified,restricted,"Justice and Public Safety, Law and safety",2016-10-14,as_required,,,,0,0,0,Attorney General,,2020-09-10
Victim Crisis Assistance Ontario Quarterly Statistical report,License Not Specified,under_review,"Justice and Public Safety, Law and safety",2016-10-14,quarterly,,,,0,0,0,Attorney General,,2020-09-10
Victim Quick Response Program Database,License Not Specified,under_review,"Justice and Public Safety, Law and safety",2016-10-14,as_required,,,,0,0,0,Attorney General,,2020-09-10
Victim Support Line (information and referral component),Open Government Licence – Ontario,open,"Justice and Public Safety, Housing Communities and Social Support, Law and safety",2015-04-30,yearly,2015-04-30,external_link,4.367123287671233,0,2,0,Attorney General,,2020-09-10
Victim Witness Assistance Program: Quarterly Financial Reports,License Not Specified,restricted,"Justice and Public Safety, Law and safety",2016-10-14,quarterly,,,,0,0,0,Attorney General,,2020-09-10
Victim Witness Assistance Program: Vulnerable Victims and Family Fund report,License Not Specified,restricted,"Justice and Public Safety, Law and safety",2016-10-14,quarterly,,,,0,0,0,Attorney General,,2020-09-10
Victims Information Management System,License Not Specified,restricted,"Justice and Public Safety, Law and safety",2016-10-14,yearly,,,,0,0,0,Attorney General,,2020-09-10
Violence Against Women community hub partner survey data,License Not Specified,restricted,"Housing Communities and Social Support, Law and safety",2016-10-21,yearly,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Violence Against Women occupancy,License Not Specified,under_review,"Housing Communities and Social Support, Law and safety",2016-10-14,as_required,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Violence Against Women (VAW) budget package data analysis,License Not Specified,under_review,"Housing Communities and Social Support, Law and safety",2016-10-21,yearly,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Violence Against Women (VAW) client satisfaction survey data,License Not Specified,restricted,"Housing Communities and Social Support, Law and safety",2016-10-21,other,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Violence Against Women (VAW) system capacity data analysis,License Not Specified,under_review,"Housing Communities and Social Support, Law and safety",2016-10-21,other,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Violent crime rates,Open Government Licence – Ontario,open,"Justice and Public Safety, Law and safety",2015-04-30,never,2015-04-30,external_link,,0,2,2,Solicitor General,,2020-09-10
"Violent Crime Rates, Ontario",License Not Specified,under_review,"Justice and Public Safety, Law and safety",2017-02-01,yearly,,,,0,0,0,Solicitor General,,2020-09-10
Violent crime severity,Open Government Licence – Ontario,open,"Justice and Public Safety, Law and safety",2015-04-30,never,2015-04-30,external_link,,0,2,2,Community Safety and Correctional Services,,2020-09-10
"Violent Crime Severity Index, Ontario",License Not Specified,under_review,"Justice and Public Safety, Law and safety",2017-02-01,yearly,,,,0,0,0,Solicitor General,,2020-09-10
Vision Care database,License Not Specified,restricted,"Housing Communities and Social Support, Health, Government",2016-10-13,other,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Visual aid services,Open Government Licence – Ontario,open,Health,,,,,,0,2,0,Health,,2020-09-10
Vital Events Data by Month,Open Government Licence – Ontario,open,"Government and Finance, Health, Government",2020-07-21,yearly,2020-07-21,hosted,,1,0,0,Government and Consumer Services,,2020-09-10
"Vital Statistics (Live births, Stillbirths, Deaths)",License Not Specified,restricted,"Health, Government",2017-01-17,yearly,,,,0,0,0,Health,,2020-09-10
Voluntary Sector Relations Unit (VSRU) sponsorship of events,License Not Specified,under_review,"Housing Communities and Social Support, Government",2017-01-05,yearly,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Voluntary Sector Relations Unit (VSRU) transfer payment agreements data,License Not Specified,under_review,"Housing Communities and Social Support, Government",2017-01-05,yearly,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Volunteer logs for Lake Erie and Lake St. Clair sport fish activity,Other (Not Open),under_review,"Economy and Business, Environment and Natural Resources, Environment and energy",,yearly,,,,0,0,0,Natural Resources and Forestry,,2020-09-10
Volunteering statistics,License Not Specified,under_review,"Housing Communities and Social Support, Home and community",2017-01-05,as_required,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Vulnerable Occupancy Registry,License Not Specified,under_review,"Justice and Public Safety, Government",2017-02-01,as_required,,,,0,0,0,Solicitor General,,2020-09-10
Wage rates by occupation,Open Government Licence – Ontario,open,"Education and Training, Economy and Business, Jobs and employment",2016-11-17,yearly,2016-11-17,external_link,2.8164383561643835,0,2,1,"Training, Colleges and Universities",,2020-09-10
Wages by education level,Open Government Licence – Ontario,open,"Education and Training, Economy and Business, Jobs and employment",2016-11-17,yearly,2016-11-17,external_link,2.8164383561643835,0,2,1,"Training, Colleges and Universities",,2020-09-10
Wages of employees,Open Government Licence – Ontario,open,"Education and Training, Economy and Business, Jobs and employment",2016-11-17,yearly,2016-11-17,external_link,2.8164383561643835,0,2,1,"Training, Colleges and Universities",,2020-09-10
Wages rates by industry,Open Government Licence – Ontario,open,"Education and Training, Economy and Business, Jobs and employment",2016-11-17,yearly,2016-11-17,external_link,2.8164383561643835,0,2,1,"Training, Colleges and Universities",,2020-09-10
Wait Time Information System,License Not Specified,restricted,"Health, Health and wellness",2018-07-31,other,,,,0,0,0,Health,,2020-09-10
Warrant of committal tracking database,License Not Specified,under_review,"Housing Communities and Social Support, Law and safety",2016-10-14,as_required,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Waste Management Attenuation Zone,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2013-07-02,other,2013-07-02,external_link,,0,2,0,Natural Resources and Forestry,,2020-09-10
Waste Management Site,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2013-07-02,other,2013-07-02,external_link,,0,2,0,Natural Resources and Forestry,,2020-09-10
Water and Waste Water Operator Certification System (WWOCS) ,License Not Specified,under_review,"Environment and Natural Resources, Government",2017-01-31,other,,,,0,0,0,"Environment, Conservation and Parks",,2020-09-10
Water chemistry (Great Lakes nearshore areas),Open Government Licence – Ontario,open,"Environment and Natural Resources, Environment and energy",2020-06-26,yearly,2020-06-26,external_link,,0,1,1,"Environment, Conservation and Parks",,2020-09-10
Water licensing information system ,License Not Specified,under_review,"Environment and Natural Resources, Government",2017-01-31,other,,,,0,0,0,"Environment, Conservation and Parks",,2020-09-10
Water taking,License Not Specified,under_review,"Environment and Natural Resources, Environment and energy",2017-01-31,yearly,,,,0,0,0,"Environment, Conservation and Parks",,2020-09-10
Water Virtual Flow - Seamless Provincial Data Set,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2013-07-02,as_required,,,,0,2,0,Natural Resources and Forestry,,2020-09-10
Waterpower generation stations (WPGENSTN),License Not Specified,under_review,"Economy and Business, Environment and Natural Resources, Government",2016-08-22,as_required,,,,0,0,0,Natural Resources and Forestry,,2020-09-10
"Watershed, Primary",Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy, water, watershed, owb",2020-07-17,as_required,,,,0,2,0,Natural Resources and Forestry,,2020-09-10
"Watershed, Secondary",Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy, water, watershed, owb",2020-07-17,other,,,,0,2,0,Natural Resources and Forestry,,2020-09-10
"Watershed, Tertiary",Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy, water, watershed, owb",2020-07-17,as_required,,,,0,2,0,Natural Resources and Forestry,,2020-09-10
Weather Camera Data,License Not Specified,under_review,"Infrastructure and Transportation, Driving and roads",2017-04-03,as_required,,,,0,0,0,Transportation,,2020-09-10
Web analytics: ontario.ca/export,License Not Specified,under_review,"Economy and Business, Government",2017-01-18,other,,,,0,0,0,"Economic Development, Job Creation and Trade",,2020-09-10
Web analytics: sourcefromOntario.ca,License Not Specified,under_review,"Economy and Business, Government",2017-01-18,other,,,,0,0,0,"Economic Development, Job Creation and Trade",,2020-09-10
Web analytics: sourceOntario.medi.gov.on.ca,License Not Specified,under_review,"Economy and Business, Government",2017-01-18,other,,,,0,0,0,"Economic Development, Job Creation and Trade",,2020-09-10
Web-based literacy programs,License Not Specified,under_review,"Education and Training, Education and training",2016-11-17,other,,,,0,0,0,"Training, Colleges and Universities",,2020-09-10
Web metrics for www.ontarioimmigration.ca,License Not Specified,under_review,"Housing Communities and Social Support, Government",2017-01-05,other,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Website statistics for InvestinOntario.com,License Not Specified,under_review,"Economy and Business, Government",2017-01-20,other,,,,0,0,0,"Economic Development, Job Creation and Trade",,2020-09-10
Weekly Correspondence report for the Ministry of Economic Development and Growth minister’s office,License Not Specified,restricted,"Economy and Business, Government",2017-01-20,other,,,,0,0,0,"Economic Development, Job Creation and Trade",,2020-09-10
Weekly influenza activity level within Public Health Units (PHUs),License Not Specified,under_review,"Health, Health and wellness",2018-07-31,other,,,,0,0,0,Health,,2020-09-10
Weekly status report on collective agreements between MCSS-funded transfer payment agencies and their employees.,License Not Specified,restricted,"Housing Communities and Social Support, Government",2016-10-13,other,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
